Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Explore data (GLS),Data products (dat),Data products (csv),RA_deg,DEC_deg
HD93372,10:44:26.9608,-72:26:36.592,F6VFe+0.4,6333.8,6.749,6.261,6.156,32.13,GLS of RVs | Inspect data,HD93372_HARPS_RVBank_ver02.dat,HD93372_HARPS_RVBank_ver02.csv,161.11233666666664,-72.44349777777778
HD93385,10:46:15.1159,-41:27:51.728,G2/3V,5977.0,8.08,7.486,7.352,43.2,GLS of RVs | Inspect data,HD93385_HARPS_RVBank_ver02.dat,HD93385_HARPS_RVBank_ver02.csv,161.56298291666667,-41.46436888888889
HD93396,10:46:49.7401,-09:23:56.495,G8/K0IV,5320.7,8.87,8.04,7.841,99.95,GLS of RVs | Inspect data,HD93396_HARPS_RVBank_ver02.dat,HD93396_HARPS_RVBank_ver02.csv,161.70725041666668,-9.399026388888888
HD93489,10:47:28.6151,-13:58:44.881,G3V,5890.0,8.53,7.91,7.773,49.33,GLS of RVs | Inspect data,HD93489_HARPS_RVBank_ver02.dat,HD93489_HARPS_RVBank_ver02.csv,161.86922958333332,-13.979133611111111
HD93491,10:47:13.6145,-27:45:53.071,G0V,5964.0,9.54,8.98,8.878,92.0,GLS of RVs | Inspect data,HD93491_HARPS_RVBank_ver02.dat,HD93491_HARPS_RVBank_ver02.csv,161.8067270833333,-27.764741944444445
HD93507,10:45:50.6290,-68:07:49.572,ApSiCrpec,8894.7,8.47,8.44,8.412,326.09,GLS of RVs | Inspect data,HD93507_HARPS_RVBank_ver02.dat,HD93507_HARPS_RVBank_ver02.csv,161.46095416666662,-68.13043666666665
HD9362,01:31:15.1040,-49:04:21.730,G8.5IIIb,4744.0,4.918,3.935,3.671,43.87,GLS of RVs | Inspect data,HD9362_HARPS_RVBank_ver02.dat,HD9362_HARPS_RVBank_ver02.csv,22.81293333333333,-49.07270277777778
HD93745,10:49:00.5193,-31:03:32.924,G2V,5974.0,8.1,7.5,7.342,58.55,GLS of RVs | Inspect data,HD93745_HARPS_RVBank_ver02.dat,HD93745_HARPS_RVBank_ver02.csv,162.25216374999997,-31.059145555555556
HD93773,10:48:41.4693,-47:44:59.627,G8III,5002.0,7.46,6.5,6.265,157.79,GLS of RVs | Inspect data,HD93773_HARPS_RVBank_ver02.dat,HD93773_HARPS_RVBank_ver02.csv,162.17278874999997,-47.74989638888889
HD93800,10:49:31.6945,-06:46:10.495,K1III,5181.0,10.0,9.1,8.886,52.3,GLS of RVs | Inspect data,HD93800_HARPS_RVBank_ver02.dat,HD93800_HARPS_RVBank_ver02.csv,162.38206041666663,-6.769581944444444
HD93813,10:49:37.4882,-16:11:37.129,K1.5IIIHdel-0.5,4707.2,4.35,3.11,2.736,42.03,GLS of RVs | Inspect data,HD93813_HARPS_RVBank_ver02.dat,HD93813_HARPS_RVBank_ver02.csv,162.40620083333332,-16.193646944444446
HD93836,10:49:25.2204,-36:15:53.182,G8/K0V,5376.1,10.02,9.22,9.047,54.87,GLS of RVs | Inspect data,HD93836_HARPS_RVBank_ver02.dat,HD93836_HARPS_RVBank_ver02.csv,162.35508499999997,-36.26477277777778
HD93849,10:49:35.4014,-29:59:39.916,G0/1V,6154.5,8.41,7.85,7.739,70.54,GLS of RVs | Inspect data,HD93849_HARPS_RVBank_ver02.dat,HD93849_HARPS_RVBank_ver02.csv,162.3975058333333,-29.994421111111112
HD93932,10:50:25.5125,-15:06:15.076,G3V,,8.15,7.53,7.391,50.73,GLS of RVs | Inspect data,HD93932_HARPS_RVBank_ver02.dat,HD93932_HARPS_RVBank_ver02.csv,162.60630208333333,-15.104187777777778
HD94012,10:51:13.8337,+09:13:28.031,F8,6218.2,8.33,,7.709,55.48,GLS of RVs | Inspect data,HD94012_HARPS_RVBank_ver02.dat,HD94012_HARPS_RVBank_ver02.csv,162.80764041666663,9.224453055555555
HD94100,10:51:43.1824,-02:28:02.724,F6/7V,6069.8,9.08,8.55,8.41,66.96,GLS of RVs | Inspect data,HD94100_HARPS_RVBank_ver02.dat,HD94100_HARPS_RVBank_ver02.csv,162.92992666666663,-2.4674233333333335
HD94126,10:51:36.5156,-16:24:15.479,G8IV,5599.8,9.44,8.71,8.537,60.75,GLS of RVs | Inspect data,HD94126_HARPS_RVBank_ver02.dat,HD94126_HARPS_RVBank_ver02.csv,162.90214833333332,-16.40429972222222
HD94151,10:51:39.2308,-22:04:18.583,G8V,,8.54,7.82,7.682,35.87,GLS of RVs | Inspect data,HD94151_HARPS_RVBank_ver02.dat,HD94151_HARPS_RVBank_ver02.csv,162.91346166666662,-22.071828611111112
HD94270,10:52:39.2825,-17:01:48.889,G2V,5964.0,8.35,7.77,7.623,49.32,GLS of RVs | Inspect data,HD94270_HARPS_RVBank_ver02.dat,HD94270_HARPS_RVBank_ver02.csv,163.1636770833333,-17.030246944444443
HD94386,10:53:32.9043,-15:26:45.008,K2III,4630.0,7.546,6.34,6.002,80.45,GLS of RVs | Inspect data,HD94386_HARPS_RVBank_ver02.dat,HD94386_HARPS_RVBank_ver02.csv,163.38710124999997,-15.445835555555556
HD94660,10:55:01.0131,-42:15:03.962,Ap(SiCr),9571.5,6.03,6.11,6.068,166.04,GLS of RVs | Inspect data,HD94660_HARPS_RVBank_ver02.dat,HD94660_HARPS_RVBank_ver02.csv,163.75422124999997,-42.25110055555555
HD94771,10:55:53.9557,-35:06:51.651,G3/G5V,5549.0,8.11,7.36,7.193,57.62,GLS of RVs | Inspect data,HD94771_HARPS_RVBank_ver02.dat,HD94771_HARPS_RVBank_ver02.csv,163.97481541666664,-35.1143475
HD94838,10:56:45.8388,-17:27:07.942,G3V,5919.2,8.55,7.9,7.75,42.14,GLS of RVs | Inspect data,HD94838_HARPS_RVBank_ver02.dat,HD94838_HARPS_RVBank_ver02.csv,164.190995,-17.45220611111111
HD94853,10:56:31.1510,-34:33:50.152,G1V,5847.3,9.63,8.399,8.252,93.7,GLS of RVs | Inspect data,HD94853_HARPS_RVBank_ver02.dat,HD94853_HARPS_RVBank_ver02.csv,164.1297958333333,-34.56393111111111
HD94910,10:56:11.5781,-60:27:12.810,WN11h,5598.5,7.57,6.96,7.288,5194.81,GLS of RVs | Inspect data,HD94910_HARPS_RVBank_ver02.dat,HD94910_HARPS_RVBank_ver02.csv,164.0482420833333,-60.45355833333333
HD94964,10:55:20.0300,-75:11:30.978,F8V,6129.2,8.4,7.85,7.727,51.22,GLS of RVs | Inspect data,HD94964_HARPS_RVBank_ver02.dat,HD94964_HARPS_RVBank_ver02.csv,163.83345833333328,-75.19193833333334
HD95086,10:57:03.0215,-68:40:02.449,A8III,7520.8,7.6,7.36,7.324,86.46,GLS of RVs | Inspect data,HD95086_HARPS_RVBank_ver02.dat,HD95086_HARPS_RVBank_ver02.csv,164.2625895833333,-68.66734694444445
HD95122,10:57:20.1774,-69:02:16.996,B7V,9386.5,6.59,6.6,6.601,267.39,GLS of RVs | Inspect data,HD95122_HARPS_RVBank_ver02.dat,HD95122_HARPS_RVBank_ver02.csv,164.33407249999996,-69.03805444444444
HD95136,10:58:33.0761,-39:55:45.558,G3/5V,5760.0,9.31,8.65,8.496,70.1,GLS of RVs | Inspect data,HD95136_HARPS_RVBank_ver02.dat,HD95136_HARPS_RVBank_ver02.csv,164.63781708333332,-39.92932166666667
HD95338,10:59:26.3040,-56:37:22.947,K1IV-V,,9.5,8.62,8.392,36.97,GLS of RVs | Inspect data,HD95338_HARPS_RVBank_ver02.dat,HD95338_HARPS_RVBank_ver02.csv,164.85959999999997,-56.623040833333334
HD9536,01:33:43.4437,+10:54:14.761,F8,6173.5,8.48,7.96,7.845,56.35,GLS of RVs | Inspect data,HD9536_HARPS_RVBank_ver02.dat,HD9536_HARPS_RVBank_ver02.csv,23.431015416666664,10.904100277777777
HD95406,11:00:21.2960,-32:46:51.668,G8/K0V,5310.0,10.22,9.45,9.26,57.56,GLS of RVs | Inspect data,HD95406_HARPS_RVBank_ver02.dat,HD95406_HARPS_RVBank_ver02.csv,165.0887333333333,-32.78101888888889
HD95456,11:00:40.7833,-31:50:21.732,F8V,6211.0,6.575,6.051,5.938,30.87,GLS of RVs | Inspect data,HD95456_HARPS_RVBank_ver02.dat,HD95456_HARPS_RVBank_ver02.csv,165.16993041666663,-31.83937
HD95509,11:00:36.2487,-53:06:42.598,K3III,4499.5,7.74,6.44,6.049,129.61,GLS of RVs | Inspect data,HD95509_HARPS_RVBank_ver02.dat,HD95509_HARPS_RVBank_ver02.csv,165.15103624999998,-53.11183277777778
HD95521,11:00:50.2624,-49:01:11.414,G2V,5775.0,8.22,7.57,7.433,33.3,GLS of RVs | Inspect data,HD95521_HARPS_RVBank_ver02.dat,HD95521_HARPS_RVBank_ver02.csv,165.20942666666664,-49.01983722222222
HD95533,11:01:27.0580,-19:49:10.058,G8/K0V,,10.02,9.15,8.985,59.85,GLS of RVs | Inspect data,HD95533_HARPS_RVBank_ver02.dat,HD95533_HARPS_RVBank_ver02.csv,165.36274166666664,-19.819460555555555
HD95542,11:00:17.6973,-66:33:25.321,G0V,6033.3,8.86,8.27,8.127,52.56,GLS of RVs | Inspect data,HD95542_HARPS_RVBank_ver02.dat,HD95542_HARPS_RVBank_ver02.csv,165.07373875,-66.55703361111111
HD95671,11:01:41.3552,-55:24:47.937,G0,5697.2,10.49,9.85,9.649,151.18,GLS of RVs | Inspect data,HD95671_HARPS_RVBank_ver02.dat,HD95671_HARPS_RVBank_ver02.csv,165.42231333333334,-55.41331583333333
HD95673,11:00:38.0,-72:59:11,A0V,,9.1,9.0,,,GLS of RVs | Inspect data,HD95673_HARPS_RVBank_ver02.dat,HD95673_HARPS_RVBank_ver02.csv,165.1583333333333,-72.9863888888889
HD9578,01:33:17.1445,-38:14:42.057,G1V,,8.788,8.2,8.067,56.04,GLS of RVs | Inspect data,HD9578_HARPS_RVBank_ver02.dat,HD9578_HARPS_RVBank_ver02.csv,23.321435416666667,-38.24501583333333
HD95799,11:02:25.1094,-58:45:37.378,G8III,4850.8,8.96,7.978,7.705,276.05,GLS of RVs | Inspect data,HD95799_HARPS_RVBank_ver02.dat,HD95799_HARPS_RVBank_ver02.csv,165.60462249999998,-58.76038277777778
HD95808,11:03:14.8792,-11:18:12.488,G7-IIIb,4972.0,6.45,5.511,5.265,96.5,GLS of RVs | Inspect data,HD95808_HARPS_RVBank_ver02.dat,HD95808_HARPS_RVBank_ver02.csv,165.81199666666666,-11.30346888888889
HD95860,11:02:50.7724,-53:14:49.255,G0/2(w)F5,5958.0,10.3,9.74,9.604,128.75,GLS of RVs | Inspect data,HD95860_HARPS_RVBank_ver02.dat,HD95860_HARPS_RVBank_ver02.csv,165.71155166666665,-53.24701527777778
HD95879,11:02:50.6037,-58:42:07.027,G8III,4964.2,8.854,7.869,7.662,478.49,GLS of RVs | Inspect data,HD95879_HARPS_RVBank_ver02.dat,HD95879_HARPS_RVBank_ver02.csv,165.71084875,-58.701951944444446
HD95922,11:04:01.4691,-00:01:51.691,F7V,6261.0,8.3,7.8,7.678,50.94,GLS of RVs | Inspect data,HD95922_HARPS_RVBank_ver02.dat,HD95922_HARPS_RVBank_ver02.csv,166.00612124999998,-0.031025277777777777
HD96008,11:03:42.6188,-51:21:09.566,F0V,7097.0,7.1,6.75,6.674,82.73,GLS of RVs | Inspect data,HD96008_HARPS_RVBank_ver02.dat,HD96008_HARPS_RVBank_ver02.csv,165.92757833333334,-51.35265722222223
HD96064,11:04:41.4723,-04:13:15.920,G8V,5450.5,8.41,7.64,7.415,26.31,GLS of RVs | Inspect data,HD96064_HARPS_RVBank_ver02.dat,HD96064_HARPS_RVBank_ver02.csv,166.17280125,-4.221088888888889
HD9608,01:33:16.1025,-47:18:21.862,G0/1V,5932.6,8.76,8.19,8.06,53.81,GLS of RVs | Inspect data,HD9608_HARPS_RVBank_ver02.dat,HD9608_HARPS_RVBank_ver02.csv,23.317093749999998,-47.30607277777777
HD96116,11:04:13.6519,-57:45:54.477,G3V,5757.6,9.34,8.69,8.512,57.09,GLS of RVs | Inspect data,HD96116_HARPS_RVBank_ver02.dat,HD96116_HARPS_RVBank_ver02.csv,166.05688291666667,-57.7651325
HD96118,11:04:13.9409,-58:27:51.140,K3III+A/F,4250.7,8.822,7.59,7.22,1212.41,GLS of RVs | Inspect data,HD96118_HARPS_RVBank_ver02.dat,HD96118_HARPS_RVBank_ver02.csv,166.0580870833333,-58.46420555555556
HD9611,01:31:38.5904,-70:55:58.766,K1/2III,4383.3,10.76,9.715,8.727,469.56,GLS of RVs | Inspect data,HD9611_HARPS_RVBank_ver02.dat,HD9611_HARPS_RVBank_ver02.csv,22.910793333333327,-70.93299055555556
HD96175,11:04:35.9650,-58:45:20.889,G5,5002.3,8.651,7.624,7.413,429.07,GLS of RVs | Inspect data,HD96175_HARPS_RVBank_ver02.dat,HD96175_HARPS_RVBank_ver02.csv,166.14985416666664,-58.7558025
HD96273,11:06:07.4166,+07:02:00.454,F8,6283.0,9.16,8.75,8.606,115.58,GLS of RVs | Inspect data,HD96273_HARPS_RVBank_ver02.dat,HD96273_HARPS_RVBank_ver02.csv,166.53090249999997,7.0334594444444445
HD96276,11:05:50.7332,-20:24:32.683,G1V,6073.0,8.68,8.11,7.977,58.27,GLS of RVs | Inspect data,HD96276_HARPS_RVBank_ver02.dat,HD96276_HARPS_RVBank_ver02.csv,166.4613883333333,-20.40907861111111
HD96290,11:03:59.7275,-74:14:52.673,F8V,5095.6,8.26,7.72,7.599,50.59,GLS of RVs | Inspect data,HD96290_HARPS_RVBank_ver02.dat,HD96290_HARPS_RVBank_ver02.csv,165.99886458333333,-74.24796472222222
HD96407,11:06:05.7400,-51:12:46.512,G8III,4997.7,7.222,6.281,6.043,129.85,GLS of RVs | Inspect data,HD96407_HARPS_RVBank_ver02.dat,HD96407_HARPS_RVBank_ver02.csv,166.52391666666665,-51.212920000000004
HD96423,11:06:19.7446,-44:22:23.941,G5V,5720.8,7.92,7.23,7.071,32.26,GLS of RVs | Inspect data,HD96423_HARPS_RVBank_ver02.dat,HD96423_HARPS_RVBank_ver02.csv,166.58226916666663,-44.37331694444445
HD96445,11:05:58.7377,-58:43:29.386,G6II-III,4990.0,8.677,7.702,7.486,464.06,GLS of RVs | Inspect data,HD96445_HARPS_RVBank_ver02.dat,HD96445_HARPS_RVBank_ver02.csv,166.49474041666667,-58.724829444444445
HD96494,11:04:20.7734,-78:52:06.747,K0V,5299.7,9.71,8.86,8.68,45.91,GLS of RVs | Inspect data,HD96494_HARPS_RVBank_ver02.dat,HD96494_HARPS_RVBank_ver02.csv,166.0865558333333,-78.86854083333333
HD96544,11:06:29.2872,-58:40:30.086,K2II/III,4400.0,7.31,6.03,5.682,476.26,GLS of RVs | Inspect data,HD96544_HARPS_RVBank_ver02.dat,HD96544_HARPS_RVBank_ver02.csv,166.62202999999997,-58.67502388888889
HD96557,11:07:08.3509,-32:35:13.294,F2V,6937.3,6.91,6.575,6.497,57.27,GLS of RVs | Inspect data,HD96557_HARPS_RVBank_ver02.dat,HD96557_HARPS_RVBank_ver02.csv,166.78479541666667,-32.587026111111115
HD96568,11:06:24.2536,-64:50:23.899,A3V,8498.5,6.49,6.381,6.38,148.78,GLS of RVs | Inspect data,HD96568_HARPS_RVBank_ver02.dat,HD96568_HARPS_RVBank_ver02.csv,166.60105666666664,-64.83997194444444
HD965,00:14:04.0648,-00:02:00.098,A1III-IVSrSiEu,7027.2,8.94,8.57,8.58,219.75,GLS of RVs | Inspect data,HD965_HARPS_RVBank_ver02.dat,HD965_HARPS_RVBank_ver02.csv,3.516936666666666,-0.03336055555555555
HD96673,11:07:07.1553,-61:35:42.247,K3+V,4712.7,10.92,9.78,9.456,41.01,GLS of RVs | Inspect data,HD96673_HARPS_RVBank_ver02.dat,HD96673_HARPS_RVBank_ver02.csv,166.77981375,-61.59506861111112
HD96700,11:07:54.4268,-30:10:28.447,G1VFe-0.5,,7.11,6.503,6.368,25.38,GLS of RVs | Inspect data,HD96700_HARPS_RVBank_ver02.dat,HD96700_HARPS_RVBank_ver02.csv,166.97677833333333,-30.174568611111113
HD96723,11:08:15.7762,-29:58:20.959,A1V,9274.0,6.487,6.453,6.466,137.5,GLS of RVs | Inspect data,HD96723_HARPS_RVBank_ver02.dat,HD96723_HARPS_RVBank_ver02.csv,167.06573416666663,-29.97248861111111
HD9672,01:34:37.7786,-15:40:34.898,A1V,9000.0,5.667,5.607,5.611,57.23,GLS of RVs | Inspect data,HD9672_HARPS_RVBank_ver02.dat,HD9672_HARPS_RVBank_ver02.csv,23.65741083333333,-15.676360555555554
HD96789,11:07:57.3479,-58:17:26.366,K2II,4360.0,8.35,6.978,6.618,472.12,GLS of RVs | Inspect data,HD96789_HARPS_RVBank_ver02.dat,HD96789_HARPS_RVBank_ver02.csv,166.98894958333332,-58.29065722222222
HD967,00:14:04.4784,-11:18:41.705,G6wF7,,8.99,8.38,8.206,42.95,GLS of RVs | Inspect data,HD967_HARPS_RVBank_ver02.dat,HD967_HARPS_RVBank_ver02.csv,3.5186599999999997,-11.311584722222223
HD96808,11:08:03.2241,-58:30:01.342,A2III/IV,8865.0,8.929,8.811,8.844,486.52,GLS of RVs | Inspect data,HD96808_HARPS_RVBank_ver02.dat,HD96808_HARPS_RVBank_ver02.csv,167.01343374999996,-58.50037277777778
HD96819,11:08:43.9901,-28:04:50.353,A1V,9030.7,5.484,5.421,5.421,54.6,GLS of RVs | Inspect data,HD96819_HARPS_RVBank_ver02.dat,HD96819_HARPS_RVBank_ver02.csv,167.1832920833333,-28.08065361111111
HD96941,11:09:30.0823,-25:59:26.687,G9V,5521.0,9.43,8.69,8.496,41.19,GLS of RVs | Inspect data,HD96941_HARPS_RVBank_ver02.dat,HD96941_HARPS_RVBank_ver02.csv,167.37534291666665,-25.99074638888889
HD97037,11:10:13.3432,-07:23:21.847,G1V,,7.42,6.81,6.66,32.46,GLS of RVs | Inspect data,HD97037_HARPS_RVBank_ver02.dat,HD97037_HARPS_RVBank_ver02.csv,167.55559666666664,-7.389401944444445
HD97113,11:10:21.4061,-36:05:42.612,M3III,3521.0,9.06,7.54,6.272,410.9,GLS of RVs | Inspect data,HD97113_HARPS_RVBank_ver02.dat,HD97113_HARPS_RVBank_ver02.csv,167.5891920833333,-36.09517
HD97244,11:11:43.7559,+14:24:00.553,A5V,7700.0,6.514,6.295,6.273,62.55,GLS of RVs | Inspect data,HD97244_HARPS_RVBank_ver02.dat,HD97244_HARPS_RVBank_ver02.csv,167.93231624999999,14.400153611111111
HD97312,11:11:27.4378,-48:51:05.798,M3III,3516.0,9.94,8.29,7.103,695.65,GLS of RVs | Inspect data,HD97312_HARPS_RVBank_ver02.dat,HD97312_HARPS_RVBank_ver02.csv,167.86432416666665,-48.85161055555556
HD97320,11:11:00.7344,-65:25:37.745,F3V,6097.8,9.769,9.269,8.031,57.43,GLS of RVs | Inspect data,HD97320_HARPS_RVBank_ver02.dat,HD97320_HARPS_RVBank_ver02.csv,167.75305999999998,-65.42715138888889
HD97344,11:11:57.8401,-26:48:22.019,K0III,5068.0,7.36,6.43,6.198,140.51,GLS of RVs | Inspect data,HD97344_HARPS_RVBank_ver02.dat,HD97344_HARPS_RVBank_ver02.csv,167.99100041666665,-26.80611638888889
HD97401,11:11:27.3974,-65:37:47.553,F6/7,5761.0,10.48,9.87,9.766,142.56,GLS of RVs | Inspect data,HD97401_HARPS_RVBank_ver02.dat,HD97401_HARPS_RVBank_ver02.csv,167.8641558333333,-65.62987583333333
HD9742,01:34:50.7839,-31:53:32.336,K0/1III,4739.5,7.223,6.11,5.807,120.46,GLS of RVs | Inspect data,HD9742_HARPS_RVBank_ver02.dat,HD9742_HARPS_RVBank_ver02.csv,23.71159958333333,-31.892315555555555
HD97443,11:12:46.4191,-05:07:00.974,K1III,4367.0,9.05,7.79,7.377,411.96,GLS of RVs | Inspect data,HD97443_HARPS_RVBank_ver02.dat,HD97443_HARPS_RVBank_ver02.csv,168.19341291666663,-5.116937222222222
HD97507,11:12:54.0496,-34:24:24.283,G3V,,9.21,8.59,8.433,64.96,GLS of RVs | Inspect data,HD97507_HARPS_RVBank_ver02.dat,HD97507_HARPS_RVBank_ver02.csv,168.22520666666665,-34.40674527777777
HD97605,11:14:01.8337,+08:03:38.501,K3III,4650.5,6.926,5.793,5.477,65.73,GLS of RVs | Inspect data,HD97605_HARPS_RVBank_ver02.dat,HD97605_HARPS_RVBank_ver02.csv,168.50764041666665,8.060694722222223
HD97658,11:14:33.1612,+25:42:37.390,K1V,5192.3,8.569,7.714,7.527,21.56,GLS of RVs | Inspect data,HD97658_HARPS_RVBank_ver02.dat,HD97658_HARPS_RVBank_ver02.csv,168.63817166666664,25.71038611111111
HD97783,11:14:49.9323,-23:38:47.928,G1/2V,,9.67,9.04,8.897,65.94,GLS of RVs | Inspect data,HD97783_HARPS_RVBank_ver02.dat,HD97783_HARPS_RVBank_ver02.csv,168.70805124999998,-23.646646666666665
HD9782,01:35:26.3081,-13:22:51.705,F9V,5989.7,7.77,7.17,7.042,37.94,GLS of RVs | Inspect data,HD9782_HARPS_RVBank_ver02.dat,HD9782_HARPS_RVBank_ver02.csv,23.859617083333333,-13.381029166666668
HD9796,01:35:20.9728,-21:12:03.943,K0V,5159.0,9.57,8.75,8.537,38.31,GLS of RVs | Inspect data,HD9796_HARPS_RVBank_ver02.dat,HD9796_HARPS_RVBank_ver02.csv,23.837386666666664,-21.201095277777778
HD97998,11:15:49.0168,-39:19:24.616,G1V,,8.0,7.37,7.201,27.1,GLS of RVs | Inspect data,HD97998_HARPS_RVBank_ver02.dat,HD97998_HARPS_RVBank_ver02.csv,168.95423666666665,-39.323504444444445
HD98031,11:16:35.7110,+12:27:44.828,K0,5585.7,9.06,8.4,8.199,69.68,GLS of RVs | Inspect data,HD98031_HARPS_RVBank_ver02.dat,HD98031_HARPS_RVBank_ver02.csv,169.1487958333333,12.462452222222222
HD98248,11:18:13.9641,+15:58:10.060,G0,5733.3,,,8.247,66.02,GLS of RVs | Inspect data,HD98248_HARPS_RVBank_ver02.dat,HD98248_HARPS_RVBank_ver02.csv,169.55818374999998,15.96946111111111
HD98280,11:18:21.0424,+11:59:04.255,A2V,8905.5,6.7,6.66,6.653,138.7,GLS of RVs | Inspect data,HD98280_HARPS_RVBank_ver02.dat,HD98280_HARPS_RVBank_ver02.csv,169.58767666666665,11.984515277777778
HD98284,11:17:58.1801,-36:35:47.759,F6V,5921.3,8.84,8.3,8.16,53.81,GLS of RVs | Inspect data,HD98284_HARPS_RVBank_ver02.dat,HD98284_HARPS_RVBank_ver02.csv,169.4924170833333,-36.59659972222222
HD98356,11:18:39.6998,-10:07:34.340,K0V,,9.53,8.66,8.51,42.15,GLS of RVs | Inspect data,HD98356_HARPS_RVBank_ver02.dat,HD98356_HARPS_RVBank_ver02.csv,169.66541583333333,-10.126205555555556
HD98430,11:19:20.4473,-14:46:42.743,G9IIICH0.5,4637.0,4.67,3.56,3.228,58.76,GLS of RVs | Inspect data,HD98430_HARPS_RVBank_ver02.dat,HD98430_HARPS_RVBank_ver02.csv,169.8351970833333,-14.778539722222224
HD98457,11:19:25.9289,-30:19:22.753,ApSi,8613.8,7.88,7.94,7.932,312.22,GLS of RVs | Inspect data,HD98457_HARPS_RVBank_ver02.dat,HD98457_HARPS_RVBank_ver02.csv,169.8580370833333,-30.322986944444445
HD984,00:14:10.2528,-07:11:56.812,F7V,6234.3,7.82,7.32,7.208,45.71,GLS of RVs | Inspect data,HD984_HARPS_RVBank_ver02.dat,HD984_HARPS_RVBank_ver02.csv,3.5427199999999996,-7.199114444444445
HD98586,11:19:36.8036,-64:41:21.719,G3V,5846.7,10.13,9.55,9.415,96.77,GLS of RVs | Inspect data,HD98586_HARPS_RVBank_ver02.dat,HD98586_HARPS_RVBank_ver02.csv,169.90334833333333,-64.6893663888889
HD98621,11:20:34.2323,-35:59:00.728,M2/3III,3731.3,10.389,9.482,7.51,669.12,GLS of RVs | Inspect data,HD98621_HARPS_RVBank_ver02.dat,HD98621_HARPS_RVBank_ver02.csv,170.14263458333335,-35.983535555555555
HD98649,11:20:51.7685,-23:13:02.429,G3/5V,,8.646,7.99,7.841,42.16,GLS of RVs | Inspect data,HD98649_HARPS_RVBank_ver02.dat,HD98649_HARPS_RVBank_ver02.csv,170.21570208333333,-23.217341388888887
HD987,00:13:53.0108,-74:41:17.850,G8V,5380.0,9.48,8.724,8.654,45.78,GLS of RVs | Inspect data,HD987_HARPS_RVBank_ver02.dat,HD987_HARPS_RVBank_ver02.csv,3.470878333333333,-74.68829166666667
HD9895,01:35:50.5662,-39:56:49.645,F5VFe-0.7,6517.3,6.84,6.43,6.331,37.3,GLS of RVs | Inspect data,HD9895_HARPS_RVBank_ver02.dat,HD9895_HARPS_RVBank_ver02.csv,23.9606925,-39.94712361111111
HD99167,11:24:36.5912,-10:51:33.575,K4III,3945.0,6.338,4.802,4.127,122.28,GLS of RVs | Inspect data,HD99167_HARPS_RVBank_ver02.dat,HD99167_HARPS_RVBank_ver02.csv,171.15246333333332,-10.859326388888888
HD9920,01:37:02.1926,+05:37:50.837,F8,5947.7,8.81,8.21,8.068,90.31,GLS of RVs | Inspect data,HD9920_HARPS_RVBank_ver02.dat,HD9920_HARPS_RVBank_ver02.csv,24.259135833333332,5.630788055555556
HD99211,11:24:52.9236,-17:41:02.442,A7V(n),7304.1,4.25,4.06,4.047,26.52,GLS of RVs | Inspect data,HD99211_HARPS_RVBank_ver02.dat,HD99211_HARPS_RVBank_ver02.csv,171.220515,-17.684011666666667
HD99322,11:25:29.4535,-36:03:47.022,K0III,4915.0,6.207,5.219,4.969,80.41,GLS of RVs | Inspect data,HD99322_HARPS_RVBank_ver02.dat,HD99322_HARPS_RVBank_ver02.csv,171.37272291666665,-36.06306166666666
HD99492,11:26:46.2783,+03:00:22.756,K3,,8.554,7.53,7.271,18.16,GLS of RVs | Inspect data,HD99492_HARPS_RVBank_ver02.dat,HD99492_HARPS_RVBank_ver02.csv,171.69282624999997,3.006321111111111
HD99563,11:27:16.6360,-08:52:08.194,A9III,5095.6,,,,,GLS of RVs | Inspect data,HD99563_HARPS_RVBank_ver02.dat,HD99563_HARPS_RVBank_ver02.csv,171.81931666666665,-8.868942777777779
HD99623,11:27:36.2232,-13:06:20.920,M1III,4010.8,9.83,8.25,7.421,753.24,GLS of RVs | Inspect data,HD99623_HARPS_RVBank_ver02.dat,HD99623_HARPS_RVBank_ver02.csv,171.90092999999996,-13.10581111111111
HD9986,01:37:40.8790,+12:04:42.170,G2V,5805.0,7.43,6.76,6.618,25.44,GLS of RVs | Inspect data,HD9986_HARPS_RVBank_ver02.dat,HD9986_HARPS_RVBank_ver02.csv,24.42032916666666,12.078380555555555
HIP100869,20:27:08.4920,-11:32:50.556,F0/2V,6805.0,8.39,8.01,7.896,283.31,GLS of RVs | Inspect data,HIP100869_HARPS_RVBank_ver02.dat,HIP100869_HARPS_RVBank_ver02.csv,306.7853833333333,-11.547376666666667
HIP101844,20:38:19.4348,-55:36:19.736,M0V,3933.3,12.78,13.325,10.688,37.2,GLS of RVs | Inspect data,HIP101844_HARPS_RVBank_ver02.dat,HIP101844_HARPS_RVBank_ver02.csv,309.5809783333333,-55.60548222222222
HIP101846,20:38:19.7102,-52:21:38.564,K5.5Vk:,4695.6,10.98,10.05,9.661,33.68,GLS of RVs | Inspect data,HIP101846_HARPS_RVBank_ver02.dat,HIP101846_HARPS_RVBank_ver02.csv,309.5821258333333,-52.360712222222226
HIP102025,20:40:30.5610,-30:03:07.230,K3V,4711.9,11.046,10.041,9.707,40.28,GLS of RVs | Inspect data,HIP102025_HARPS_RVBank_ver02.dat,HIP102025_HARPS_RVBank_ver02.csv,310.1273375,-30.052008333333333
